nctid,why_stopped,covid19_explicit,restart_expected
NCT03954639,Sponsor Decision.,FALSE,NA
NCT04138875,Lack of funding,FALSE,NA
NCT04192110,The project has ended prior to beginning.,FALSE,NA
NCT04210947,due to coronavirus pandemic,TRUE,FALSE
NCT04233697,Investigator left institution,FALSE,NA
NCT04266353,Due to COVID-19,TRUE,FALSE
NCT04276454,Per investigator's request.,FALSE,NA
NCT00714272,Primary outcome not achieved.,FALSE,NA
NCT02436135,NA,FALSE,NA
NCT02780791,Insufficient recruited participants due to a lack of collaborating study centers,FALSE,NA
NCT02875067,Merck's decision for early termination of the data,FALSE,NA
NCT02959034,COVID-19 protocol suspension per Duke,TRUE,FALSE
NCT03212300,Inadequate data analysis,FALSE,NA
NCT03367078,"Organizational problems, change of research priorities",FALSE,NA
NCT03371862,No participants recruited. Not able to recruit due to COVID 19.,TRUE,FALSE
NCT03404310,Lack of recruitment,FALSE,NA
NCT04297137,COVID-19,TRUE,FALSE
NCT04320290,New Related Protocol to be submitted,FALSE,NA
NCT04353648,Suspended due to COVID-19,TRUE,FALSE
NCT04425733,Business reasons,FALSE,NA
NCT01569438,NA,FALSE,NA
NCT02122757,NA,FALSE,NA
NCT02478138,NA,FALSE,NA
NCT02629029,NA,FALSE,NA
NCT02831556,Enrollment on hold due to COVID-19 pandemic,TRUE,TRUE
NCT03073759,Not enough participants,FALSE,NA
NCT03333148,never enrolled,FALSE,NA
NCT03413891,Advice from DSMB,FALSE,NA
NCT03488810,Extended study timelines and additional budget could no longer be supported.,FALSE,NA
NCT03581123,Suspended temporarily due to COVID-19,TRUE,TRUE
NCT03650348,Partial clinical hold,FALSE,NA
NCT03840694,COVID-19,TRUE,FALSE
NCT03911206,Due to COVID19,TRUE,FALSE
NCT04011592,Recruitment no feasible,FALSE,NA
NCT04067544,Unforeseen complications due to COVID-19 and funding,TRUE,FALSE
NCT04171388,Trial withdrawn due to COVID-19.,TRUE,FALSE
NCT00006472,NA,FALSE,NA
NCT02122744,NA,FALSE,NA
NCT02540330,Business decision,FALSE,NA
NCT02612194,Study closed to accrual due to low accrual numbers.,FALSE,NA
NCT02758899,NA,FALSE,NA
NCT02964325,"Based interim analysis results, Data Monitoring Committee did not believe the primary efficacy endpoint would be met. No patient safety concerns.",FALSE,NA
NCT03300947,Study enrollment has been temporarily suspended due to the coronavirus pandemic.,TRUE,TRUE
NCT03386227,The study was prematurely stopped due to extremely low recruitment and lack of feasibility to continue.,FALSE,NA
NCT03540160,No longer pursuing development of serlopitant,FALSE,NA
NCT03558672,Low enrollment numbers,FALSE,NA
NCT03600623,PI left the institution; no further accruals,FALSE,NA
NCT03617562,Due to COVID-19 all research activities including recruitment have been paused.,TRUE,TRUE
NCT03642457,PI left institution and unable to find new PI,FALSE,NA
NCT03686514,Recruitment and enrollment currently suspended due to COVID-19,TRUE,FALSE
NCT03738384,Due to COVID-19 all research activities including recruitment have been paused.,TRUE,TRUE
NCT04198285,Due to cancellation of elective surgery (Covid-19),TRUE,FALSE
NCT04273191,Sage Therapeutics has decided not to proceed with this study at this time,FALSE,NA
NCT04360759,Equipoise for hydroxychloquine was lost,FALSE,NA
NCT04409184,Study was not opened.,FALSE,NA
NCT01317771,PI decided to not activate,FALSE,NA
NCT02929589,PI deployed.,FALSE,NA
NCT03150303,Lack of budget,FALSE,NA
NCT03251495,Recruitment and enrollment currently suspended due to COVID-19.,TRUE,FALSE
NCT03509870,study stopped because of lack of recruitment,FALSE,NA
NCT03551418,Interruption of COVID 19 pandemic,TRUE,FALSE
NCT03569943,Change in medical practice on the management of the eligible population,FALSE,NA
NCT03605745,Sponsor decided to terminate the study due to business reasons,FALSE,NA
NCT03719300,Lack of efficacy,FALSE,NA
NCT03862170,Covid-19 pandemic,TRUE,FALSE
NCT04355039,Terminated for lack of funding.,FALSE,NA
NCT04398290,IRB AND FDA REVIEWS DEFERRED,FALSE,NA
NCT04425902,"Due to the COVID-19 pandemic, this study has temporarily suspended recruitment activities. Other elements of the study are ongoing.",TRUE,TRUE
NCT00513552,No patient,FALSE,NA
NCT00914940,Did not reach one of the primary endpoints of decreased total acute GVHD,FALSE,NA
NCT01866917,Pharmacy stopped dispensing study medication,FALSE,NA
NCT02938078,NA,FALSE,NA
NCT03120910,NA,FALSE,NA
NCT03172559,Investigator decided not to pursue the study due to other competing studies.,FALSE,NA
NCT03310034,Concluded study following COVID19 outbreak and inability to complete study as designed.,TRUE,FALSE
NCT03336580,Because of the impact of COVID-19 pandemic,TRUE,FALSE
NCT03517566,Lack of efficacy,FALSE,NA
NCT03847922,"Due to staffing changes in the hospital, we will be unable to complete this study for the requested 84 subjects. As such, we have decided to close this study.",FALSE,NA
NCT03949725,"Covid 19 pandemic, will restart in the future",TRUE,TRUE
NCT04298710,Research lab not accessible due to the pandemic.,TRUE,FALSE
NCT04350476,closed due to lack of interest and enrollment,FALSE,NA
NCT04353271,FDA recommendations to not use outside of the hospital setting or in a clinical trial due to the risk of cardiac arrhythmias,FALSE,NA
NCT04520620,End of the COVID 19 epidemic in the region and decision to participate in a national study on the same subject (COVI-DOSE).,FALSE,NA
NCT00031174,Due to technical and logistical constraints and a change in the study team's focus of research,FALSE,NA
NCT00756834,No longer pursuing FDA submission/approval.,FALSE,NA
NCT01213563,Data were published that superseded this study.,FALSE,NA
NCT01391520,NA,FALSE,NA
NCT01656629,Inability to analyze collected samples due to no funds.,FALSE,NA
NCT01864018,NA,FALSE,NA
NCT02373540,NA,FALSE,NA
NCT02422667,Study cancelled - no results,FALSE,NA
NCT02608125,focus portfolio on immune-mediated diseases,FALSE,NA
NCT02872467,"Due to COVID-19 restrictions, recruitment suspended until Spring 2021",TRUE,TRUE
NCT03233854,Logistics,FALSE,NA
NCT03396861,Low enrollment,FALSE,NA
NCT03507127,Low rate of enrollment,FALSE,NA
NCT03529162,"COVID-19, followed by PI leaving institution.",TRUE,FALSE
NCT03831295,Business Decision,FALSE,NA
NCT03858933,COVID-19 Regulations,TRUE,FALSE
NCT03867487,COVID-19,TRUE,FALSE
NCT04004325,sponsor decision,FALSE,NA
NCT04294082,Study stopped due to the outbreak of the covid-19 pandemic.,TRUE,FALSE
NCT04522466,Stop of the study by competent authority (ANSM),FALSE,NA
NCT01508598,Not enough subjects enrolled to be able to analyze data.,FALSE,NA
NCT01977027,PI left insitution,FALSE,NA
NCT02589314,We could not achieve the number of participants necessary to continue with the study and limited money to continue with the study,FALSE,NA
NCT04275011,The study has been suspended until further notice due to COVID-19.,TRUE,FALSE
NCT04493697,Device provider has requested withdrawal citing modifications needed for study integrity.,FALSE,NA
NCT00859495,NA,FALSE,NA
NCT02026726,could not recruit,FALSE,NA
NCT02558023,no candidats,FALSE,NA
NCT02673151,logistics,FALSE,NA
NCT02716701,lack of funding,FALSE,NA
NCT02737930,Slow recruitment and lack of funding to expand to other sites.,FALSE,NA
NCT02775422,Low inclusion rate.,FALSE,NA
NCT03202498,"COVID-19 pandemic prevents patients from making in-hospital visits, which are mandatory to assessment of safety in this study",TRUE,FALSE
NCT03330561,Partial clinical hold,FALSE,NA
NCT03665636,due to COVID-19,TRUE,FALSE
NCT03821766,Technical failure,FALSE,NA
NCT03834584,Terminated due to sponsor decision.,FALSE,NA
NCT03992079,PI is no longer at institution,FALSE,NA
NCT04100681,The study was terminated early due to slow recruitment and inability to recruit patients during the Covid-19 situation.,TRUE,FALSE
NCT04222985,"(Enrollment suspended for 1 site due to Covid-19; For the other sites, enrollment completed in Part A and planned to be restarted for Part B at the end of 2022)",TRUE,TRUE
NCT04282681,Sponsor decision due to clinical strategy changes,FALSE,NA
NCT04332341,COVID-19 hold,TRUE,TRUE
NCT04358835,"Study did not begin enrollment, multiple competing studies at same institution",FALSE,NA
NCT04438551,Study is on hold until pilot study is completed.,FALSE,NA
NCT04525170,It was decided by the sponsor to not proceed.,FALSE,NA
NCT04526236,pandemia of covid 19,TRUE,FALSE
NCT02638506,Covid restrictions,TRUE,FALSE
NCT02743169,Could not acquire data,FALSE,NA
NCT03232632,intervention programming,FALSE,NA
NCT03251872,OPTION pilot trial merged with the new NCT03782818 - OPTION multicenter trial,FALSE,NA
NCT03289624,Lost Funding,FALSE,NA
NCT03312127,End of inclusion period,FALSE,NA
NCT03348111,No participant enrolled,FALSE,NA
NCT03605693,Lack of feasibility of engaging patients in written exposure therapy,FALSE,NA
NCT03738124,Production of the medical device was stopped,FALSE,NA
NCT04053543,LOE,FALSE,NA
NCT04066088,PI departure from institution,FALSE,NA
NCT04227938,Change in sponsor strategy,FALSE,NA
NCT04317924,Resources not available to conduct the research.,FALSE,NA
NCT04403685,Safety,FALSE,NA
NCT01334489,Interim analysis unfavorable to continue the study,FALSE,NA
NCT01535157,drug combination not providing any efficacy. Will use this data in opening new trial,FALSE,NA
NCT02090868,No patients recruited due to decreased levels of patients requiring non-invasive ventilation during the study.,FALSE,NA
NCT02297607,Poor accrual. Patients were reluctant to agree if they would need tube feeding for a month.,FALSE,NA
NCT02759120,Terminated for futility after review of first planned interim analysis.,FALSE,NA
NCT02810236,The study is suspended due to the pandemic,TRUE,FALSE
NCT02874820,Patient recruitment issues.,FALSE,NA
NCT02927470,Investigators are no longer at NYU Langone Health,FALSE,NA
NCT02992418,No answer received from the Philippines Food and Drug Administration on protocol amendment issued due to IDMC recommendations. CYD vaccine 3rd dose not given.,FALSE,NA
NCT03036891,NA,FALSE,NA
NCT03213626,There were no objective responses by patient 7.,FALSE,NA
NCT03522805,Failure to accrue subjects. All activity has stopped & no analysis will be done on what has been collected.,FALSE,NA
NCT03556930,Project was never initiated.,FALSE,NA
NCT03693274,Principal investigator leaving institution.,FALSE,NA
NCT03871569,Difficulty recruiting and follow-up due to the epidemic context of COVID19,TRUE,TRUE
NCT04142554,Funding withdrawn from funding source.,FALSE,NA
NCT04374474,Study withdrawn before any enrollment (site's research goals adjustments).,FALSE,NA
NCT04384614,The sponsor decided to withdraw the study for funding reasons.,FALSE,NA
NCT04527796,number included,FALSE,NA
NCT04528758,re-evaluation of radiotracer,FALSE,NA
NCT04528927,- Interest in the use of HCQ is controversial.,FALSE,NA
NCT00860379,"Due to a shift in primary responsibilities, the PI was not longer able to enroll subjects.",FALSE,NA
NCT02429505,"This study was COMPLETED, but no patients were enrolled.",FALSE,NA
NCT02975336,Study is completed; primary analysis completed.,FALSE,NA
NCT03237754,Recruitment problems (especially for chronic migraine patients),FALSE,NA
NCT03540368,increased number of patients death,FALSE,NA
NCT03607500,Lack of funding,FALSE,NA
NCT03752242,Enrollment stopped for chemistry work on investigational product.,FALSE,NA
NCT03825913,two key faculty members are no longer part of the study and institution,FALSE,NA
NCT03889873,Paused enrollment due to COVID-19 pandemic; will resume Fall 2020,TRUE,TRUE
NCT04118569,On hold due to COVID-19 pandemic.,TRUE,TRUE
NCT04349228,- Interest in the use of HCQ is controversial.,FALSE,NA
NCT04351919,- Interest in the use of HCQ is controversial.,FALSE,NA
NCT04386434,"Pandemic, researchers no longer have access to residents of assisted living.",FALSE,NA
NCT01784861,Pharmaceutical company decision,FALSE,NA
NCT02154984,Study closed due to funding before accrual was met,FALSE,NA
NCT02349633,NA,FALSE,NA
NCT02820077,Global recall of Hemospray,FALSE,NA
NCT03362593,The program is canceled due to company strategic reasons.,FALSE,NA
NCT03780205,Unable to recruit sufficient number of subjects,FALSE,NA
NCT03877250,"The primary objectives have not been met due to no patient enrollment therefore, the PI is requesting to close the study at this time.",FALSE,NA
NCT03953456,Continuation of the trial cannot serve a scientific purpose,FALSE,NA
NCT04075071,Intervention and and final data collection point was not completed due to coronavirus school closures in March 2020.,TRUE,FALSE
NCT01369433,Lack of new studies contributing subjects to this study,FALSE,NA
NCT02640690,Recruitment has been suspended because of COVID related restrictions and limitations imposed on data collection,TRUE,FALSE
NCT02949843,"Slow accrual, closed by IRB",FALSE,NA
NCT03047213,Other - TSC1/TSC2 testing issues and futility analysis,FALSE,NA
NCT03106571,Deemed unable to enroll targeted participants in part due to COVID-19 shut downs,TRUE,FALSE
NCT03515200,Due to departure of PI from St. Jude,FALSE,NA
NCT03613831,The sponsor has decided to stop the study,FALSE,NA
NCT03648047,COVID-19 pandemic imposed restrictions to normal study conduct,TRUE,FALSE
NCT03836482,Study halted temporarily to obtain protocol amendment approval but potentially will resume.,FALSE,NA
NCT03953352,Study cancelled,FALSE,NA
NCT04101006,"recruitment difficulties, high postoperative drop-out rate",FALSE,NA
NCT04163224,Sponsor strategy change,FALSE,NA
NCT00182455,loss of funding,FALSE,NA
NCT00586209,Due to inadequate supplies of study drug & internal business decisions.,FALSE,NA
NCT00936234,insufficient recruitment,FALSE,NA
NCT00975468,Financial shortages due to lack of funderx,FALSE,NA
NCT01232153,departure without replacement of the principal investigator,FALSE,NA
NCT01539395,NA,FALSE,NA
NCT01951378,No data are available for this study as the PI has left the institution.,FALSE,NA
NCT02388165,Study terminated by sponsor,FALSE,NA
NCT02859844,Termination after a few pilot participants due to further protocol development,FALSE,NA
NCT02905981,"Limited subjects, patient compliance",FALSE,NA
NCT02929394,Poor accrual,FALSE,NA
NCT03124628,Lack of funding,FALSE,NA
NCT03497598,not enough patients,FALSE,NA
NCT03522480,Change of Research Objectives for Grant Funded Study,FALSE,NA
NCT03527550,Recruitment paused due to COVID-19,TRUE,TRUE
NCT03530605,"Study never initiated, PI left institution",FALSE,NA
NCT03547349,COVID-19,TRUE,FALSE
NCT03554356,Device modifications required prior to trial proceeding.,FALSE,NA
NCT03638596,"Suspended enrollment due to pandemic, follow-up visits still ongoing.",TRUE,FALSE
NCT03648619,Insufficient recruitment,FALSE,NA
NCT03698838,Principal Investigator left Institution,FALSE,NA
NCT03829618,COVID lack of cases/recruitment,TRUE,FALSE
NCT03833596,Low recruitment,FALSE,NA
NCT03883321,few patient feedback and principal investigator disponibility,FALSE,NA
NCT04037306,Weight loss center programming suspended due to COVID-19 pandemic,TRUE,FALSE
NCT04059666,COVID-19,TRUE,FALSE
NCT04097093,Lack of feasibility,FALSE,NA
NCT04170868,COVID,TRUE,FALSE
NCT04220788,No enrollment due to difficulty in recruitment of study sites,FALSE,NA
NCT04325061,Lack of enrollment,FALSE,NA
NCT04326075,the insurance contract hasn't been drafted yet,FALSE,NA
NCT04350086,unfavorable opinion of the ethics committee,FALSE,NA
NCT04360135,PI has decided to put this study on hold at this time.,FALSE,NA
NCT02219334,The study was stopped due to low enrollment.,FALSE,NA
NCT02429934,Response rate in placebo group for primary outcome was 100% on interim analysis.,FALSE,NA
NCT02507986,no personnel for recruitment,FALSE,NA
NCT02577367,Hospital has a new protocol holding off feeding 2 hours for LT4 administration.,FALSE,NA
NCT02774551,Suspended since March 2020 due to the ongoing covid-19 situation,TRUE,FALSE
NCT02964481,Lack of funding to enroll additional participants,FALSE,NA
NCT03008616,"Following a recommendation from the Data and Safety Monitoring Board (DSMB), the study was stopped early for futility. There were no safety concerns raised.",FALSE,NA
NCT03060954,The clinical study is closed to further enrolment based on the lack of perceived need to compare the study device with the control device.,FALSE,NA
NCT03539484,"Study terminated due to change in benefit-risk ratio, driven by high incidence GI toxicity in absence of clinically significant anti-tumor efficacy.",FALSE,NA
NCT03589755,unable to recruit enough candidates,FALSE,NA
NCT03597282,Closed due to historically slow enrollment compounded by the COVID-19 pandemic.,TRUE,FALSE
NCT03682367,Poor Recruitment,FALSE,NA
NCT03821649,Suspended due to non-essential research prohibitions at the study's recruitment and outcome assessment sites in the context of COVID-19.,TRUE,FALSE
NCT03907202,The trial was planned to be conducted in 4 cohorts but was terminated after completion of Cohort 2 for strategic reasons due to limited PD effects.,FALSE,NA
NCT03978884,Unable to effective arrange trial logistics,FALSE,NA
NCT04093115,The study was terminated voluntarily by the sponsor due to changes in clinical development strategy.,FALSE,NA
NCT04130906,The study includes adults vulnerable to COVID-19 and procedures cannot accommodate social distancing.,TRUE,FALSE
NCT04138602,Lack of enrollment,FALSE,NA
NCT04143490,Due to Covid-19,TRUE,FALSE
NCT04228549,Outpatient clinic site suspended temporarily due to COVID 19 virus,TRUE,TRUE
NCT04244825,Suspended due to concerns for patient safety during COVID-19 crisis,TRUE,FALSE
NCT04291508,Study put on hold due to CIV-19 pandemic and NHLBI directive for PETAL network to redirect efforts to COVI-19 specific treatment trials.,TRUE,TRUE
NCT04300335,"Due to COVID-19 and the fact that the study participants are part of the ""high-risk"" population, the start of the recruiting process has been delayed at will.",TRUE,TRUE
NCT04377425,No acute neurological patients presented with concomitant COVID-19,FALSE,NA
NCT04430010,Schools opening remotely has prevented recruitment,FALSE,NA
NCT01571791,No enough recruited cases,FALSE,NA
NCT01718756,No enough fund or cases,FALSE,NA
NCT01861561,The duration of the study is longer than 5 years and we can not recruit the participants to the target number.,FALSE,NA
NCT01937884,Unable to enroll patients,FALSE,NA
NCT01945229,Preliminary analyses of data indicated study should be terminated for futility,FALSE,NA
NCT02266147,The sponsor terminated the trial early because there was sufficient data to make a decision about SD-101 in the lymphoma development program.,FALSE,NA
NCT02420652,Slow accrual,FALSE,NA
NCT02432378,NA,FALSE,NA
NCT02607488,No fund no enough recruiting centers,FALSE,NA
NCT02608944,MRI perfusion techniques development took years than expected.,FALSE,NA
NCT02757976,Consensus RAFT-LVendo Steering Committee to terminate.,FALSE,NA
NCT02772809,The robot was no longer available to the study.,FALSE,NA
NCT03015051,Difficulty in recruiting subjects who meet the inclusion/exclusion criteria,FALSE,NA
NCT03106597,Difficulty in enrolling subjects,FALSE,NA
NCT03221166,Difficulty in recruiting subjects who meet the inclusion/exclusion criteria,FALSE,NA
NCT03423537,"Inability for further recruitment, change of position of the principal investigator, COVID-19 pandemic",TRUE,FALSE
NCT03535584,Due to Covid19 pandemic at this time we are on pause,TRUE,TRUE
NCT03636048,not enough participants,FALSE,NA
NCT03691038,Participants couldn't be enrolled due to complain of frequent visit.,FALSE,NA
NCT03768726,Pfizer has decided to perform the pre-specified final analysis at the current enrollment using a re-estimation of the sample size.,FALSE,NA
NCT04084574,Aim 1 enrollment and study activities have been completed. Aim 2 anticipated start date is 3/2021.,FALSE,NA
NCT04175717,Due to COVID pandemic,TRUE,FALSE
NCT04249713,Biomarker Samples Not Collected,FALSE,NA
NCT04249947,FDA Clinical Hold,FALSE,NA
NCT04254666,The COVID-19 pandemic required that we discontinue the study.,TRUE,FALSE
NCT04377165,"Engagement issues, poor recruitment to study",FALSE,NA
NCT04392128,competent authority decision,FALSE,NA
NCT04538196,Study staffing constraints,FALSE,NA
NCT00894361,PI/study coordinator retired due to personal family health matters; study sponsor withdrew funding. Study terminated and no data collected or analyzed,FALSE,NA
NCT00979147,PI/study coordinator retired due to personal family health matters; study sponsor withdrew funding. Study terminated and no data collected or analyzed,FALSE,NA
NCT01113658,"The study was terminated by Spiracur (original sponsor). Efforts were made to contact the PI/study team members, but were unsuccessful.",FALSE,NA
NCT01349894,"The study was terminated by Spiracur (original sponsor). Efforts were made to contact the PI/study team members, but were unsuccessful.",FALSE,NA
NCT01417208,"The study was terminated by Spiraur (original sponsor). Efforts were made to contact the PI/study team members, but were unsuccessful.",FALSE,NA
NCT01623882,"The study was terminated by Spiracur (original sponsor). Efforts were made to contact the PI/study team members, but were unsuccessful.",FALSE,NA
NCT02051764,Lower than expected enrollment,FALSE,NA
NCT02192359,Drug not available.,FALSE,NA
NCT03088930,Low Accrual,FALSE,NA
NCT03120793,Failure to recruit/enroll,FALSE,NA
NCT03133897,"it was felt by the sponsoring institution that the current standard of oversight expected by the Health Canada regulations, would not be possible to achieve",FALSE,NA
NCT03213665,Scheduled Interim Monitoring,FALSE,NA
NCT03523091,Lack of enrollment,FALSE,NA
NCT03615924,Recommendation from an independent data monitoring committee (DMC) and accepted by AstraZeneca.,FALSE,NA
NCT03657095,"The pivotal study, BPS-314d-MR-PAH-302 (NCT01908699), failed to demonstrate efficacy.",FALSE,NA
NCT03711786,COVID-19 - pause in in-person enrollment; follow-up by phone continuing,TRUE,FALSE
NCT03750656,Not accruing patients quickly enough,FALSE,NA
NCT03862027,Failure to enroll/recruit,FALSE,NA
NCT03909867,The emergence of SARS-CoV-2 required a temporary hold of recruitment,TRUE,TRUE
NCT03985215,Overlapping with another danish questionnaire study,FALSE,NA
NCT04013763,NA,FALSE,NA
NCT04048057,"Because of Covid-19 pandemia, The cardiac rehabilitation unit in the hospital conducting the study has been closed for a while.",TRUE,FALSE
NCT04058145,Funding Withdrawn,FALSE,NA
NCT04073407,Sponsor has determined that information it would have collected would not inform future development of a therapy with AXA 1957 for NAFLD,FALSE,NA
NCT04106843,No Participants Registered,FALSE,NA
NCT04540952,COVID-19,TRUE,FALSE
NCT00891917,no funding,FALSE,NA
NCT01055067,The study was terminated early for futility according to the stopping rule of the Simon 2-stage design.,FALSE,NA
NCT01096290,Number of needed participants could not be obtained,FALSE,NA
NCT01948297,NA,FALSE,NA
NCT02315625,Study closed due to poor accrual.,FALSE,NA
NCT02336373,low enrollment,FALSE,NA
NCT02434874,Study will no longer take place.,FALSE,NA
NCT02711059,studien skjuts på framtiden,FALSE,NA
NCT02790996,Planned interim analysis yielded different event rate affecting sample size and ability to recruit sufficient numbers within remaining trial time frame,FALSE,NA
NCT03073850,Majority of enrolled patients have withdrawn.,FALSE,NA
NCT03088735,Due to the clinically and statistically significant inferior results for the D3 group following evaluation by the institutional review board.,FALSE,NA
NCT03151408,The IDMC recommended to stop the study prematurely due to a lack of efficacy.,FALSE,NA
NCT03203837,Funding Discontinued due to low accrual rate,FALSE,NA
NCT03204149,Project termination,FALSE,NA
NCT03357133,The number and speed of enrollment were significantly less than expected.,FALSE,NA
NCT03370302,"More favorable safety profile was observed in QD schedule, therefore further enrollment in QW schedule was terminated.",FALSE,NA
NCT03377751,Majority of enrolled patients have withdrawn.,FALSE,NA
NCT03506139,Not funded,FALSE,NA
NCT03538015,Sponsor was impacted by COVID-19 and did not have sufficient funds to continue.,TRUE,FALSE
NCT03742180,Unavailable drug in Egypt.,FALSE,NA
NCT03896451,Medacta GMK PS is not in use anymore,FALSE,NA
NCT03983070,Covid-19. No in-person study procedures are currently allowable by the overseeing IRB.,TRUE,FALSE
NCT04097496,COVID-19 pandemic and related school policies.,TRUE,FALSE
NCT04122183,Subject contact has been suspended until it is safe to screen hearing and participants feel safe seeing clinicians.,TRUE,FALSE
NCT04136561,No participants enrolled. Unable to enroll,FALSE,NA
NCT04148300,Due to COVID-19 and lock-down of the university,TRUE,FALSE
NCT04204109,Covid 19 and subsequent cancellation of all meeting activity,TRUE,FALSE
NCT04541719,no participants enrolled,FALSE,NA
NCT00592306,lack of enrollment,FALSE,NA
NCT02113280,Failed funding application.,FALSE,NA
NCT02591394,Funding period ended and slow enrollment,FALSE,NA
NCT02664077,Due to the significantly lower than expected accrual it was impossible to evaluate the endpoint in a timely fashion.,FALSE,NA
NCT02928887,Cardiac surgeon collaborator has left the institution,FALSE,NA
NCT03306693,insufficient inclusions,FALSE,NA
NCT03580798,Not enough patients available,FALSE,NA
NCT03607708,COVID-19,TRUE,FALSE
NCT03612167,no funding,FALSE,NA
NCT03721315,SARS-CoV2 pandemic,TRUE,FALSE
NCT03778606,Temporarily paused due to COVID-19 and expected to resume.,TRUE,TRUE
NCT03950648,COVID-19,TRUE,FALSE
NCT03956251,COVID,TRUE,FALSE
NCT03979066,Loss of funding,FALSE,NA
NCT03988842,COVID-19 pandemic,TRUE,FALSE
NCT04155268,Unable to facilitate the virtual reality portion of the study.,FALSE,NA
NCT04162964,COVID-19,TRUE,FALSE
NCT01030471,NA,FALSE,NA
NCT01703338,NA,FALSE,NA
NCT02499627,expected accrual not reached,FALSE,NA
NCT02932319,Deficient Inclusions,FALSE,NA
NCT02949661,Loss of interest in the subject,FALSE,NA
NCT03342326,failure to recruit,FALSE,NA
NCT03399227,no funding,FALSE,NA
NCT03560232,Unable to recruit patients in a timely fashion and unable to recruit sufficient patients,FALSE,NA
NCT03624777,Currently on hold due to COVID-19 restrictions in community program sites,TRUE,TRUE
NCT03730064,Due to COVID-19 pandemic,TRUE,FALSE
NCT03760250,Investigator decision,FALSE,NA
NCT03808935,Participants are no longer being examined or receiving intervention.,FALSE,NA
NCT03811951,Different study initiation,FALSE,NA
NCT03908203,The Study will be conducted in another research center. The Sponsor has changed.,FALSE,NA
NCT03919214,Suspended due to Covid-19,TRUE,FALSE
NCT03959852,Residency completed.,FALSE,NA
NCT04054687,Due to coronavirus pandemic,TRUE,FALSE
NCT04137809,Study withdrawn due to logistical and safety concerns relating to Covid-19.,TRUE,FALSE
NCT04141917,Enrollments on hold until fall flu season.,FALSE,NA
NCT04269317,Corona Virus delayed opening,TRUE,TRUE
NCT04408846,The Study will be conducted in another research center. The Sponsor has changed.,FALSE,NA
NCT01495247,Study did not meet Phase Ib primary objective to establish the maximum tolerated dose/recommended dose for Phase II,FALSE,NA
NCT02027012,company strategic change,FALSE,NA
NCT02252094,Device no longer available in Singapore,FALSE,NA
NCT02522273,NA,FALSE,NA
NCT03179605,Difficulty in enrollment,FALSE,NA
NCT03192995,FDA alert regarding study drug safety,FALSE,NA
NCT03328741,COVID-19,TRUE,FALSE
NCT03438760,"with 2/3 of the data collected, we had to terminate the study because of COVID19.",TRUE,FALSE
NCT03537716,It wasn't possible to recruit the desired number of patients.,FALSE,NA
NCT03545633,It wasn't possible to recruit the desired number of patients.,FALSE,NA
NCT03545646,It wasn't possible to recruit the desired number of patients.,FALSE,NA
NCT03547934,It wasn't possible to recruit the desired number of patients.,FALSE,NA
NCT03728855,"Difficult recruitment, despite several interventions.",FALSE,NA
NCT04008459,Recruitment no longer viable as spinal classes were stopped due to the COVID-19 situation.,TRUE,FALSE
NCT04044326,Machine cannot provide,FALSE,NA
NCT04062383,In-person recruitment suspended due to COVID,TRUE,FALSE
NCT04091594,PI seeking alternative funding for the study,FALSE,NA
NCT04274452,The ARGX-113-1908 study will be replaced by a similar design with a subcutaneous formulation (ARGX-113-2004),FALSE,NA
NCT04361916,interrupted early due to the drastic reduction in the number of cases,FALSE,NA
NCT04394286,Reevaluation of development strategy,FALSE,NA
NCT04402580,due to unexpectedly high rate of relapse in the active comparator arm.,FALSE,NA
NCT04440488,Reevaluation of development strategy,FALSE,NA
NCT04546802,Recruitment will be too difficult due to available PBS funded treatment and recent Australian clinical guidelines will conflict with the premise of the study.,FALSE,NA
NCT04548622,Dr. Ralph Hoffman unexpectedly passed away.,FALSE,NA
NCT00603941,"Due to low enrollment, no participant had a dose limiting toxicity, therefore a maximum tolerated dose could not be established",FALSE,NA
NCT02648932,Poor accrual,FALSE,NA
NCT02787902,Trial suspended due to COVID-19.,TRUE,FALSE
NCT02822196,Critical study personnel left the institution,FALSE,NA
NCT02936206,low accrual rate,FALSE,NA
NCT03045705,Problem with patient recruitment,FALSE,NA
NCT03046654,Difficulty in patient recruitment,FALSE,NA
NCT03212963,Sponsor's Decision,FALSE,NA
NCT03348826,No participants were enrolled,FALSE,NA
NCT03566823,Sponsor decision to discontinue the SHP647 (ontamalimab) clinical trial development program for inflammatory bowel diseases (IBD) early.,FALSE,NA
NCT03930290,Difficulty in patient recruiting,FALSE,NA
NCT04098887,Investigator decided to not go forward with the study.,FALSE,NA
NCT04256655,study product composition to move from liquid to solid,FALSE,NA
NCT04401527,No recruitment,FALSE,NA
NCT02132598,Trial stopped due to slow patient accrual.,FALSE,NA
NCT02817113,Strategy change,FALSE,NA
NCT02923232,Funding organization requested to stop the study,FALSE,NA
NCT03249272,Sponsor withdrew funding,FALSE,NA
NCT03559517,Sponsor decision to discontinue the SHP647 (ontamalimab) clinical trial development program for inflammatory bowel diseases (IBD) early.,FALSE,NA
NCT03567356,IRB temporarily suspended study due to COVID-19,TRUE,TRUE
NCT03858621,COVID 19 outbreak,TRUE,FALSE
NCT03860753,Halted enrollment due to COVID-19,TRUE,FALSE
NCT04008602,COVID-19,TRUE,FALSE
